,text,label
1922,hàng tốt giá_cả kì hài_lòng,"[0, 1, 0, 0, 0, 0, 0]"
1923,sữa giao nhanh đóng_hộp chắc_chắn hàng km đợi mãi chả hàng km muộn,"[1, 0, 0, 0, 1, 0, 0]"
1924,sữa hãng hạn quà tặng tốt kì hài_lòng,"[0, 0, 1, 0, 1, 1, 0]"
1925,hàng lỗi mặt ngoai hình 3 ngăn giao mặt 2 ngăn 1 ngăn,"[0, 0, 0, 0, 0, 0, 0]"
1926,hàng giao nhanh chuẩn mua 2 cu kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1927,ta tham hút kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1928,bộ_dụng_cụ mất 1 món trừ 1 chưa thử chưa chất_lượng bề_ngoài y hình shipper giao dụng_cụ,"[1, 0, 0, 0, 1, 0, 0]"
1929,sản_phẩm tốt hàng sản_xuất ủng_hộ shop phẩm oke,"[0, 0, 0, 1, 0, 1, 0]"
1930,giao hàng nhanh hàng đóng_gói bao_bì tã hơi nhào nát quà tặng không đủ set đò nhà_tắm không như quảng hài_lòng,"[1, 0, 0, 0, 1, 0, 0]"
1931,hàng chất_lượng tốt giao hàng kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1932,giao hàng nhanh chưa không bjt sản_phẩm kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1933,chất bt giá không nổi_trội,"[0, 0, 0, 0, 0, 0, 1]"
1934,tã thấm hút tệ bé tè xong 10 - 15p ẩm_ướt mặc tã canh_chừng tè xong thay tã sợ ẩm_ướt sinh vi_khuẩn hại da sơ_sinh tin_dùng bobby loại thất hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1935,sp không loại bình sữa như nhật combie como 3 loại bình không bình không sản_phẩm loại bình chất_liệu nhựa mùi nồng không ủ sữa bình khả_năng không an,"[0, 0, 0, 0, 0, 0, 0]"
1936,rẻ đẹp oke hàng cực nhanh hài_lòng,"[1, 1, 0, 1, 0, 0, 0]"
1937,ko hình_ảnh minh không hài_lòng không hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
1938,hài ngựa hơi kì hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
1939,mẹ bỉm oke nha mềm_mại thoáng mát không hăm hằng đỏ bụng bé to không bụng to mẹ xé 1 tí 2 mặc bỉm bé quà xinh tốt chất_lượng loại bỉm,"[0, 0, 0, 1, 1, 0, 0]"
1940,giao hàng nhanh đòng gỏi cẩn_thận nhân_viên lịch,"[1, 0, 0, 0, 1, 0, 0]"
1941,chưa hàng giao ướt vỏ hộp,"[1, 0, 0, 0, 0, 0, 0]"
1942,mua 02 hộp khuyến_mãi tiki giao hàng đúng hạn đóng_gói cẩn_thận biệt chất_lượng sữa phẩm_chất_lượng tốt,"[1, 0, 0, 1, 1, 0, 0]"
1943,"oke loại cũ chưa khô bé 8kg mặc l hằn đỏ 2 đùi dáng thiết_kế 2 đùi khít lắm khít l mẫu cũ mẹ mua trừ_hao kích_thước kích_thước l hợp bé 8,5 kg 9kg trở bé đùi to","[0, 0, 0, 1, 0, 0, 0]"
1944,ủng kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
1945,đăng quà hàng không không hồi_đáp,"[0, 0, 0, 0, 1, 0, 0]"
1946,san pham tot tham hut nhanh dong goi kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1947,quà tặng kèm đẹp kì hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
1948,ship nhanh hàng đóng_gói cẩn kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1949,sản_phẩm đúng như mô_tả chất_lượng oke ; giao hàng nhanh trừ đặt_hàng 12h đêm 9h giao ? hôm giao trời mưa vỏ ướt may không kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1950,tả tốt không tràn bé nằm tư_thế_nào thấm đều kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1951,giao hang_kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1952,ban_ngày lưng co_giãn tốt bỉm kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1953,hàng tốt mua ủng_hộ shop hàng kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
1954,giao hàng nhanh hàng đủ chuyến hạn ngon ( sản_xuất quà đẹp bé kì hài_lòng,"[1, 0, 0, 0, 1, 1, 0]"
1955,tặng bịch tả bobby bệnh_viện dũ so_sánh mặt tả cảm_giác không mềm_mại bao_bì màu nhạt siêu,"[0, 0, 0, 1, 0, 0, 0]"
1956,mua tiki trading yên_tâm lắm quà như trang phẩm tốt,"[0, 0, 0, 0, 0, 0, 1]"
1957,pampers thiết_kế bỉm mỏng nhẹ bé tè không sệ tac như bobby mặc bỉm mặc quần đẹp 2 bé sinh_đôi 1 đứa dị_ứng moony 1 đứa dị_ứng bobby 😂 mua 2 loại tã không hăm dị_ứng giá chát không đẹp không sệ,"[0, 0, 0, 0, 0, 0, 0]"
1958,hài_lòng sản_phẩm tiki giao hàng nhanh dự_kiến đóng_gói cẩn_thận ủng_hộ sản_phẩm,"[1, 0, 0, 0, 0, 0, 0]"
1959,mua đợt t7 tã đợt không bit tiki nhập loại sản_xuất sx loại tã mỏng bé đêm đợt mỏng,"[0, 0, 0, 1, 0, 0, 0]"
1960,san pham dung mo ta giao hang nhiet tinh dong goi can kì hài_lòng,"[1, 0, 1, 0, 0, 0, 0]"
1961,oke bỉm tốt sản_phẩm giao hàng kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1962,tã mỏng thấm hút tốt chứa tiki khuyến_mại giá rẻ ủng_hộ kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
1963,tã mua đúng giá tiki ghi 2 phí 19k đặt_hàng xong tổng_cộng 810k không hài_lòng,"[0, 1, 0, 0, 0, 0, 0]"
1964,hài giao hàng nhanh gói hàng cẩn kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1965,"tra mã_vạch hộp 2,2 kg chưa cập_nhật thông_tin hộp thiec 870g khuyến_mãi hoang_mang","[0, 0, 1, 0, 0, 0, 0]"
1966,hàng không quà tặng bé hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
1967,giao hàng nhanh đặc tối hôm tã dính kia như hàng tồn bụi_bặm kh hài_lòng hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1968,tiki giao hàng nhanh đóng_gói cẩn_thận hài kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1969,giao hàng nhanh đóng_gói bình_thường giấy phẩm tốt như mong_đợi,"[1, 0, 0, 0, 0, 0, 0]"
1970,chất_lượng sản_phẩm tốt chun quần thế_hệ bé mặc không lằn giao hàng nhanh ủng_hộ tiki kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1971,sản_phẩm mô_tả shop giao hàng nhanh kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1972,hài_lòng không cực hài_lòng mua bình 160ml vẻ hợp bé bình 240ml bé 2 kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
1973,hàng chỗ tem abbot dán băng_keo như gỡ dán cầu tiki làm_việc đối_tác giao hàng đúng chất_lượng sữa bình_thường không dán băng_keo chỗ tem ngờ sữa giả,"[0, 0, 0, 1, 0, 1, 0]"
1974,tả thấm hút tốt cực hài_lòng sản_phẩm pampers hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1975,3 bé lớn đều tả mua tiki an phẩm tốt,"[0, 0, 0, 0, 0, 0, 1]"
1976,khăn choàng mỏng vải thô giá 148k đắt mua chợ tầm 40k toàn mua hàng tiki hôm_nay không hài hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
1977,co_dãn tốt goon không mer hi giao hàng max nhanh hôm hôm quà đi kèm kì hài_lòng,"[1, 0, 0, 0, 1, 0, 0]"
1978,sản_phẩm đúng bao_bì cũ dính,"[0, 0, 0, 0, 1, 1, 0]"
1979,tả đúng size mềm_mại thoải_mái bé mặc giao hàng kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1980,giao hàng hơi a giao hàng nhiệt_tình dể kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1981,giá tốt chất_lượng kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
1982,bỉm tốt giá tốt mùa hè pamper mỏng nhẹ đỡ kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
1983,mua 320 mua tiki mã 50k yinhs 278k / bịch,"[0, 1, 0, 0, 0, 0, 0]"
1984,sp ổn phụ_phí cồng_kềnh hơi 4 gói tả,"[1, 0, 0, 1, 0, 0, 0]"
1985,giao hàng nhanh sản_phẩm hãng tốt 5,"[1, 0, 1, 0, 0, 0, 0]"
1986,mua 2 gói siêu siêu lớn tặng quà dễ_thương tã thấm hút tốt tặng đồ_chơi bé tốt quà xinh,"[0, 0, 0, 1, 1, 0, 0]"
1987,tã mềm thấm hút tốt kích_thước tã bé 8kg mặc hơi,"[0, 0, 0, 1, 0, 0, 0]"
1988,mìn check thử mã_vạch không bát thông_tin sp bịch xl vỏ bao mềm mịn bịch l cũ yên_tâm sản_phẩm,"[0, 0, 1, 1, 0, 0, 0]"
1989,hàng giao nhanh giá rẻ chất_lượng tốt ủng_hộ đơn hàng kì hài_lòng,"[1, 1, 0, 1, 0, 0, 0]"
1990,bỉm mềm bé không hăm quà tặng ô_tô,"[0, 0, 0, 1, 1, 1, 0]"
1991,chưa chưa,"[0, 0, 0, 0, 0, 0, 1]"
1992,sản_phẩm tốt giao hàng nhanh giao hàng cẩn_thận chu_kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
1993,sản_phẩm tốt giá_thành hợp_lý chất_lượng cải_thiện tã cũ đai hông mềm_mại vạch báo tiểu thông_minh keo quấn tiện_lợi 👍 tã không hăm không bí_bách không tràn ❤ ️ pampers ra_mắt sản_phẩm chất_lượng như phẩm_chất_lượng,"[0, 1, 0, 1, 0, 1, 0]"
1994,tã mềm siêu mỏng siêu thấm bé đêm 12h mông khô thoáng không ẩm rít mông như loại tã thông kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1995,hàng giao nhanh kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
1996,mua chất_lượng,"[0, 0, 0, 1, 0, 0, 0]"
1997,tã không tốt không băng_keo bung thấm hút hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
1998,bobby thấm hút tốt hàng đảm_bảo tiki giao hàng trễ coa thông_báo phẩm tốt,"[1, 0, 0, 1, 0, 0, 0]"
1999,hai long ve_chat luong va thich tang kem,"[0, 0, 0, 1, 1, 0, 0]"
2000,mỏng loại cũ ít miếng thun mềm_mại không hằn bụng hài kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
2001,hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
2002,khăn mỏng thấm hút kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
2003,hàng 2 đặt_hàng giao hàng nhiệt_tình sản_phẩm thun co_dãn tốt cải_tiến mẫu cũ quà tặng kì hài_lòng,"[1, 0, 0, 1, 1, 0, 0]"
2004,tiki giao hàng nhanh ghê trươcs dự_kiến 1 - 2 đóng_gói cẩn_thận bỉm hạn lận mua giảm_giá giá chưa mua loại 56 miếng cửa_hàng kì hài_lòng,"[1, 1, 0, 0, 0, 1, 0]"
2005,không hài_lòng sữa giao đều móp 2 hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
2006,hàng tốt giao hàng nhanh 2 kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
2007,tã tốt không chê anh_em mạnh_dạn mua hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
2008,mua bão giảm_giá mõi đơn 2 bịch ah mong bão giảm_giá_như tiki đóng hàng cẩn_thận cập_nhật đơn hàng liên_tục theo_dõi 5 * chất rẻ,"[1, 1, 0, 1, 0, 0, 0]"
2009,sản_phẩm hài_lòng đặt_hàng quà voucher 50k mua tả 349k trở hàng chưa voucher,"[0, 0, 0, 1, 1, 0, 0]"
2010,giá khuyến_mãi tặng quà hài_lòng cào mã thẻ 10.000 vui vui tã ok độ co_giãn tốt form hơi bé 12kg mặc kích_thước xxl bự mấy bữa bé ký không mặc,"[0, 1, 0, 1, 1, 0, 0]"
2011,tikinow hàng sữa hãng hạn hộp gói cẩn_thận không móp,"[1, 0, 1, 0, 0, 1, 0]"
2012,tả chương_trình khuyến_mãi không tặng,"[0, 0, 0, 0, 0, 0, 1]"
2013,vải không thấm lau hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
2014,sp giá tốt chất_lượng ổn mềm hút mỏng nhẹ bé tốt,"[0, 1, 0, 1, 0, 0, 0]"
2015,hàng tốt kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
2016,tả thấm không tốt bé ngủ tè 1 tràn kéo tả ôm mông bé không hài không hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
2017,quần mặt thấm hút tg đối kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
2018,giao hàng 5 chưa hàng 5 chưa hàng,"[1, 0, 0, 0, 0, 0, 0]"
2019,hàng tốt chất_lượng giao hàng kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
2020,sản_phẩm tốt cực_kỳ phục_vụ nhiệt gói hàng kì hài_lòng,"[1, 0, 0, 1, 1, 0, 0]"
2021,gói lớn tiết_kiệm đóng_gói kỹ kì hài_lòng,"[1, 1, 0, 0, 0, 0, 0]"
2022,bé uống hàng đóng_gói kỹ giao hàng,"[1, 0, 0, 1, 0, 0, 0]"
2023,hài_lòng sản_phẩm ủng_hộ dài_dài kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
2024,sản_phẩm mô_tả chất_lượng tốt giao hàng kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
2025,sản_phẩm tốt oke giao hàng siêu nhanh ủng,"[1, 0, 0, 1, 0, 0, 0]"
2026,giao hàng nhanh hàng kì hài_lòng,"[1, 0, 1, 0, 0, 0, 0]"
2027,tã dán tốt bỉm bỉm bỉm merries size nhanh phồng đêm tràn đều 12 tiếng 1 bỉm không ướt mông,"[0, 0, 0, 1, 0, 0, 0]"
2028,hàng chất_lượng kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
2029,mua hàng tiki an_tâm chất_lượng sản_phẩm ít sản_phẩm tả huggies quà tặng tiki hơi thất_vọng xíu đầu_lòng,"[0, 0, 0, 1, 1, 0, 0]"
2030,hài_lòng sản kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
2031,khâu đơn hàng tốt trừ bao_bì rách vận sx 12.2020,"[1, 0, 0, 0, 0, 0, 0]"
2032,tả đẹp quà kì hài_lòng,"[0, 0, 0, 1, 1, 0, 0]"
2033,chất_lượng tốt giá kèm khuyến_mãi hợp_lý giao hàng hơi kì hài_lòng,"[1, 1, 0, 1, 0, 0, 0]"
2034,khăn ướt đóng_gói sạch_sẽ ok mua không để_ý không nắp nhựa nắp dán bong mua đọc kỹ chi_tiết sản,"[0, 0, 0, 0, 0, 0, 0]"
2035,không hàng tặng,"[0, 0, 0, 0, 1, 0, 0]"
2036,tuyệt_vời ưng bé ngủ trọn_vẹn khô kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
2037,bỉm mặc cứng kích_thước loại mặc hâm bé bé 2 chưa hâm bao cứng,"[0, 0, 0, 1, 0, 1, 0]"
2038,sản_phẩm tốt giao hàng nhanh ưng kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
2039,hài_lòng kì hài_lòng,"[0, 1, 0, 0, 0, 0, 0]"
2040,giao hàng nhanh_chóng tối hnay dc date hàng chất_lượng kì hài_lòng,"[1, 0, 0, 1, 0, 1, 0]"
2041,đóng_gói,"[1, 0, 0, 0, 0, 0, 0]"
2042,bé tã bobby thun co_giãn tốt chống hăm tiki giảm_giá quà gói tiki now giao hàng cực_kỳ nhanh phẩm tốt quà đẹp giá tốt,"[1, 1, 0, 1, 1, 1, 0]"
2043,ad ! mua sản_phẩm không tặng kèm bình như quảng_cáo giao hàng nhanh,"[1, 0, 0, 0, 1, 0, 0]"
2044,hài_lòng sp k tràn như dòng kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
2045,bé hợp bé 5kg lưng thun vẻ chật bụng bé vết hằn chất_lượng,"[0, 0, 0, 0, 0, 1, 0]"
2046,"sản phầm gọi tạm chất_lượng 3 1 giá 2,3 bãi tràn ướt đệm tạm","[0, 1, 0, 1, 0, 0, 0]"
2047,sữa tốt giá hợp_lí giao hàng kì hài_lòng,"[1, 1, 0, 1, 0, 0, 0]"
2048,sản_phẩm hơi mùi toàn mùi không hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
2049,khăn ướt bé hồi 3 khăn ướt mềm mịn kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
2050,shipper nhiệt_tình tả kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
2051,hàng tin_dùng friso tiki gỡ thông_báo khuyến_mãi tặng 1 lốc sữa mua nhầm tiki giao hàng kì hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
2052,tã hãng bé kg hâm mùi hôi giao hàng đúng hẹn quà khuyến_mại cực_kì hài_lòng,"[1, 0, 1, 1, 1, 1, 0]"
2053,hài_lòng sản_phẩm 2 bé đều,"[0, 0, 0, 0, 0, 0, 1]"
2054,hàng hãng đợt mua tặng kèm 6 miếng túi giá mềm giá nguyên hài_lòng mua giao hàng nhanh tối cn trưa t2 giao kì hài_lòng,"[1, 1, 1, 0, 0, 0, 0]"
2055,gói hàng cực ẩu không chèn xôpa quấn nilong hộp sữa 1 hộp lớn hộp tan_nát băng kéo bung shoppe mal gói hàng tệ có_điều_vận_chuyển nhanh mong shop cải_thiện khâu gói,"[1, 0, 0, 0, 0, 0, 0]"
2056,tã quần bobby thấm tốt suốt đêm mẫu_mã màu_sắc_đẹp hình_ảnh hoạt_hình ngộ_nghĩnh dễ_thương vẻ như thiên con_gái lưng thun mềm_mại dễ_chịu không hằn quanh thấm tốt đêm,"[0, 0, 0, 1, 0, 0, 0]"
2057,hàng giao đúng ủng_hộ,"[1, 0, 0, 1, 0, 0, 0]"
2058,hàng hãng chất_lượng giá rẻ giao hang nhanh se chất_lượng hãng,"[1, 1, 1, 1, 0, 0, 0]"
2059,đóng_gói thận giao hàng nhanh đúng lịch chưa xài 5 giao hàng nhiệt_tình ổn ủng_hộ shop kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
2060,mua combo 3 bịch xxl 4 tặng quà không,"[0, 0, 0, 0, 0, 0, 1]"
2061,cung_cấp đóng_gói sản_phẩm kỹ_lưỡng giao hàng siêu,"[1, 0, 0, 0, 0, 0, 0]"
2062,hàng giao nhanh nhân_viên giao hàng kẹp hàng háng hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
2063,nhan hang_ma sản_phẩm bi rach 1 lo ? ko hieu tai ? minh không co dem lai bai nhieu mieng nhung co chut that vong,"[0, 0, 0, 0, 0, 0, 0]"
2064,giá ok đóng_gói hài_lòng chất_lượng chưa không kì hài_lòng,"[1, 1, 0, 0, 0, 0, 0]"
2065,sp tốt bé 12kg nhích kích_thước bé dễ_chịu sản_phẩm không hăm bí kì hài_lòng,"[0, 0, 0, 1, 0, 1, 0]"
2066,bìa sách gãy cong sách xấu hẳn sách gãy,"[0, 0, 0, 0, 0, 0, 0]"
2067,bỉm ưng_ý mua kèm bỉm cao_cấp quà kì hài_lòng,"[0, 0, 0, 1, 1, 0, 0]"
2068,hàng kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
2069,tả mềm mỏng thấm hút tốt bé mặc thoáng mát giao hàng nhanh hài_lòng sản_phẩm ưng miếng dán xong gói tả vệ_sinh làn mua mẫu cũ không miếng dán mua bobby mẫu pampers bé kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
2070,kích_thước không đổi không kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
2071,hàng may kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
2072,quà kì hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
2073,giao hàng vô văn_hóa không hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
2074,ok giá_thành rẻ thị_trường mua 7 gói tả lớn chưa chờ sale mua kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
2075,hàng kém chất_lượng tả mỏng cửa_hàng mặc tí tét hông không ủng_hộ hàng không hài_lòng,"[0, 0, 0, 1, 0, 1, 0]"
2076,mua lắm nha kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
2077,sp oke lắm mua,"[0, 0, 0, 1, 0, 0, 0]"
2078,tiki giao hàng nhanh đóng_gói cẩn_thận giá_cả hợp_lý chăm_sóc khách_hàng phẩm_chất_lượng,"[1, 1, 0, 0, 1, 0, 0]"
2079,hài_lòng sản_phẩm đóng_gói kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
2080,tiki giao hang rat nhanh ta xai rat tot tang xe thang bang mau vang de thuong duoc tang khan giay uot be rat hai long voi tiki se_ung ho tiki dai kì hài_lòng,"[1, 0, 0, 1, 1, 0, 0]"
2081,sản_phẩm sinh bé,"[0, 0, 0, 1, 0, 0, 0]"
2082,sản_phẩm tin_dùng mua thường_xuyên,"[0, 0, 0, 0, 0, 0, 1]"
2083,hàng đóng_gói kỹ giao nhanh chất tả không mềm thấm hút tốt đai bụng mỏng form tả ôm không xệ nhân_viên giao hàng thân_thiện kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
2084,ta huggies chinh hang gia re hon ben ngoai giao hang dung thoi han nhan giao giao hang than thien tich cuc se ung kì hài_lòng,"[1, 1, 1, 0, 0, 0, 0]"
2085,sản_phẩm_giá rẻ thấm hút tốt an_toàn da bé giao hàng cực_kì nhanh shipper siêu kì hài_lòng,"[1, 1, 0, 1, 0, 1, 0]"
2086,tiki giao hàng nhanh như gió tối 21 23 săn mã 50k mua liền bỉm xài pampers oke lắm mỏng nhẹ thấm tốt mềm mịn mua để_dành vote 5 * kì hài_lòng,"[1, 1, 0, 1, 0, 0, 0]"
2087,giao kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
2088,giá tốt tã chất_lượng hài_lòng ! ủng_hộ kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
2089,tã kích_thước loại phẩm tốt giao hàng nhanh,"[0, 0, 0, 0, 0, 0, 1]"
2090,bé kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
2091,tã bao_bì hơi cũ trầy_xước mất giá_trị bịch tã không hài hài_lòng bao_bì,"[0, 0, 0, 1, 0, 0, 0]"
2092,tả không form như quảng_cáo mặc chút_xíu chảy xệ không hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
2093,tiki giao chất ủng_hộ tiki kì hài_lòng,"[1, 0, 0, 1, 0, 0, 0]"
2094,mua hikid premium hộp màu trắng tiki giao nhầm hộp màu kem vàng vui_lòng đổi hàng không hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
2095,đóng_gói đẹp giao hàng nhanh_chóng fan tiki kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
2096,giao hàng nhanh kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
2097,giao hàng nhanh đóng_gói cẩn_thận ủng_hộ kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
2098,sữa không bàn hàng tặng kèm dễ_thương hơi tiếc xíu dây đeo túi_xách mẹ không như kì hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
2099,hàng_y hình ấm không kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
2100,không hài_lòng tã quần shop giao tã dán 1 dịch_vụ không hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
2101,mua n không săn khuyến_mại mùa hè loại bỉm đổi yêu dòng pamper ổn,"[0, 0, 0, 0, 0, 0, 1]"
2102,tiki giao hàng nhanh chất_lượng sản_phẩm tốt đóng bé đêm không tràn bỉm không kích_ứng da phẩm tốt,"[1, 0, 0, 1, 0, 1, 0]"
2103,good tiếp kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
2104,sản_phẩm ưng_ý ủng_hộ shop kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
2105,tả ok tốt mua tiki ok ok ok ok ok ok oke,"[0, 0, 0, 1, 0, 0, 0]"
2106,mua dịp sale giao hàng siêu siêu siêu nhanh đóng_gói cực_kỳ cẩn_thận hàng hạn đều 10 dịch_vụ chất_lượng chưa chưa nghe review kì hài_lòng,"[1, 0, 0, 0, 0, 1, 0]"
2107,ba_lô đẹp chắc_chắn vote shop 5 kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
2108,mua 2h mùi bình khó_chịu mong hàng mặc tốt,"[0, 0, 0, 0, 0, 0, 0]"
2109,bảo mua 300k tặng túi trang_điểm mẹ chẳng tặng chén dĩa vỡ mất chén thất_vọng tiki gửi mặt_hàng vỡ đóng_gói chặt_chẽ kèm niêm_phong hàng vỡ vận_chuyển người_ta nhẹ_tay tặng vỡ,"[0, 0, 0, 0, 1, 0, 0]"
2110,đóng_gói hơi sơ xài quấn 1 lớp bọc mỏng mẫu mỏng mẫu cũ 1 chút thấm hút ok phom quần vẻ rộng phom cũ thun lưng ít thun cảm_nhận mua sale 397k,"[1, 1, 0, 1, 0, 0, 0]"
2111,sản_phẩm tốt giá rẻ thị_trường kì hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
2112,hàng 15 / 5 quà tặng đi kèm chưa không hài_lòng,"[1, 0, 0, 0, 1, 0, 0]"
2113,hàng kiti oke kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
2114,san fam tot gjao hag kì hài_lòng,"[0, 0, 0, 0, 0, 0, 0]"
2115,hài_lòng sẻ ủng_hộ kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
2116,bé không uống,"[0, 0, 0, 0, 0, 0, 1]"
2117,2 đều toạc như_vầy tã đợt không chất_lượng,"[0, 0, 0, 1, 0, 0, 0]"
2118,hương_vị trẻ uống tăng_trưởng chiều hộp sử,"[0, 0, 0, 0, 0, 0, 1]"
2119,giao hàng nhanh quà tặng đẹp chất_lượng sữa chưa thử không kì hài_lòng,"[1, 0, 0, 0, 1, 0, 0]"
2120,cũg ok xxl nhưg loại rộng_rãi bobby kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
2121,hài_lòng sản_phẩm giá mua giao hàng trễ 3 hẹn,"[1, 1, 0, 0, 0, 0, 0]"
2122,hàng chuẩn hãng dịch_vụ tikinow giao nhanh hài_lòng sản_phẩm dịch_vụ kì hài_lòng,"[1, 0, 1, 0, 0, 0, 0]"
2123,hàng giá tốt hạn kì hài_lòng,"[0, 1, 0, 0, 0, 1, 0]"
2124,giao hàng nhanh mua chưa chưa ý_kiến kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
2125,giao hàng nhanh đúng loại ủng_hộ shop,"[1, 0, 0, 0, 1, 0, 0]"
2126,hàng màu khac kì hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
2127,tã ok đúng hãng ship cực_kì ưa đem hàng dục đất bạch đọc tiền mặc hầm như ăn thịt chửi kêu đường không đi đem vô cực như quỷ mua trang chưa ship ưa mong tiki dùm,"[1, 0, 1, 0, 0, 0, 0]"
2128,tốt mua hàng giao kì hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
2129,chất_lượng ổn shop giao không đúng màu không báo sai màu không báo,"[0, 0, 0, 1, 1, 0, 0]"
2130,sp oke lắm kì hài_lòng,"[0, 0, 0, 0, 0, 0, 1]"
